建案名稱,總價,格局/地坪,建坪,位置,網站
御善房,None,52~63,善化啤酒廠旁,善化啤酒廠旁,https://tainan.housetube.tw/12086
穎漢傑作 第11期,None,62~67,永大路陸橋旁,永大路陸橋旁,https://tainan.housetube.tw/13660
白京上品,None,53~107,鹽忠街&鹽行路路口,鹽忠街&鹽行路路口,https://tainan.housetube.tw/11799
天與地五部曲,None,150起,東成街7號,東成街7號,https://tainan.housetube.tw/10772
柏霖．柏林No.2,None,138.6起,崇明13街81號,崇明13街81號,https://tainan.housetube.tw/13658
藏紅,None,未提供,位址:,未提供,https://tainan.housetube.tw/13651
達觀七期,None,47.2起,台南市安南區安寧街121巷30號,台南市安南區安寧街121巷30號,https://tainan.housetube.tw/13649
鈺隆君悅,None,30.9~42.1,位址:,台南市東區自由路一段27號,https://tainan.housetube.tw/13642
長隄,None,28~39,位址:,府安路三段317號,https://tainan.housetube.tw/13641
御墅,None,未提供,安南區仁安路194巷29號,安南區仁安路194巷29號,https://tainan.housetube.tw/15083
公園綠墅,None,63~72,安通路四段47巷23弄、近安通路四段47巷口,安通路四段47巷23弄、近安通路四段47巷口,https://tainan.housetube.tw/13630
智富阿舍2,None,67~71,八德街上‧近四維街v.s中山路,八德街上‧近四維街v.s中山路,https://tainan.housetube.tw/13627
智富阿舍3,None,未提供,位址:,四維街,https://tainan.housetube.tw/16110
安南˙十間堂,None,52~54,安南區功安一街226巷2號,安南區功安一街226巷2號,https://tainan.housetube.tw/13622
頂美首席,None,位址:,最新推案,中華西路.頂美三街,https://tainan.housetube.tw/13618
璞石園,None,80~120,仁德區文賢路一段56號,仁德區文賢路一段56號,https://tainan.housetube.tw/13614
金色嘉藥,None,68~86,中正西路211巷29弄3號,中正西路211巷29弄3號,https://tainan.housetube.tw/13609
L HOUSE 步建築,None,未提供,育成路,育成路,https://tainan.housetube.tw/13602
深愛林居,None,未提供,大仁街126巷,大仁街126巷,https://tainan.housetube.tw/13601
正光敦品,None,90起,忠孝北路大仁街口,忠孝北路大仁街口,https://tainan.housetube.tw/13588
大仁富域,None,57~97,歸仁忠孝北路大仁街口,歸仁忠孝北路大仁街口,https://tainan.housetube.tw/13587
達觀三期,None,91.2起,三官路70巷46-1號,三官路70巷46-1號,https://tainan.housetube.tw/13586
悅己,None,未提供,裕農二街113號,裕農二街113號,https://tainan.housetube.tw/13583
集品,None,47~59,新市區大社里,新市區大社里,https://tainan.housetube.tw/13575
綠光,None,83~121.9,"崇德七街20巷26號,崇德八街46巷1號","崇德七街20巷26號,崇德八街46巷1號",https://tainan.housetube.tw/13574
the villa 東光,None,未提供,東光路(東光國小旁),東光路(東光國小旁),https://tainan.housetube.tw/13573
又見春墅,None,49~101,新營區三興街壘球場旁,新營區三興街壘球場旁,https://tainan.housetube.tw/13550
德義麗緻,None,53起,位址:,大成路.公園路口,https://tainan.housetube.tw/13545
和顏悅舍No.5,None,未提供,未提供,未提供,https://tainan.housetube.tw/13544
東泰首席,None,未提供,位址:,安中路上.安南區公所旁,https://tainan.housetube.tw/13543
歐洲老爺No.3,None,未提供,永康市大灣路40巷,永康市大灣路40巷,https://tainan.housetube.tw/13541
城市樂章,None,未提供,未提供,未提供,https://tainan.housetube.tw/13529
馬德里,None,未提供,中正路自強路口,中正路自強路口,https://tainan.housetube.tw/13528
日東昇恆美,None,未提供,位址:,台南市南區省躬三街159號,https://tainan.housetube.tw/13525
日東昇金美No.2,None,未提供,位址:,大橋國中對面,https://tainan.housetube.tw/13524
大亨翡翠No.16,None,未提供,同安路225巷,同安路225巷,https://tainan.housetube.tw/13520
公園伯爵No.9,None,30~55,位址:,果菜市場郵局斜對面,https://tainan.housetube.tw/13519
龍歡喜,None,未提供,位址:,龍埔街110-132號（永康分局旁）,https://tainan.housetube.tw/13518
致穩富里昂,None,24~34,位址:,龍中街龍埔街口,https://tainan.housetube.tw/13517
澄品觀邸,None,29~78,台南市東區長榮路一段1號,台南市東區長榮路一段1號,https://tainan.housetube.tw/13509
光耀禧門NO.7,None,135~137,富農街一段41號,富農街一段41號,https://tainan.housetube.tw/13508
村玉上城,None,未提供,位址:,裕義路586~598號,https://tainan.housetube.tw/13507
花巷草弄No.23,None,122~136,安平區永華11街133號,安平區永華11街133號,https://tainan.housetube.tw/13499
富景NO.12,None,60~70,安平區平豐路101巷13弄,安平區平豐路101巷13弄,https://tainan.housetube.tw/13497
竹之舞,None,80~94,東興路.東興十街口,東興路.東興十街口,https://tainan.housetube.tw/13496
桔富利,None,未提供,永大路三段八德街,永大路三段八德街,https://tainan.housetube.tw/13488
勝景墅,None,未提供,歸仁南潭二街,歸仁南潭二街,https://tainan.housetube.tw/13487
南科晶鑽No.3,None,70起,建國路48號,建國路48號,https://tainan.housetube.tw/13486
誠美綠璽,None,未提供,建平一街207號,建平一街207號,https://tainan.housetube.tw/13482
四季晶華,None,40~50,工社北街97號,工社北街97號,https://tainan.housetube.tw/13480
白京漢宮,None,48~67,台南市東區德東街235巷118弄60號,台南市東區德東街235巷118弄60號,https://tainan.housetube.tw/13478
青花瓷,None,170起,賢北街17巷69號（正對賢北公園）,賢北街17巷69號（正對賢北公園）,https://tainan.housetube.tw/13474
山豐海富,None,60起,台南市新市區龍目井278號,台南市新市區龍目井278號,https://tainan.housetube.tw/13472
湖美天河,None,位址:,社區,台南市中西區中華西路二段520號,https://tainan.housetube.tw/13471
居賢,None,未提供,裕華三街82號,裕華三街82號,https://tainan.housetube.tw/13467
好事名邸,None,未提供,北成路文賢路口,北成路文賢路口,https://tainan.housetube.tw/13466
大成金報喜,None,未提供,仁安路47巷,仁安路47巷,https://tainan.housetube.tw/13465
世紀行館,None,51起,位址:,中華北路一段350號,https://tainan.housetube.tw/13464
榮邦臻美,None,未提供,台南市北區文賢路1122巷99弄1號,台南市北區文賢路1122巷99弄1號,https://tainan.housetube.tw/13463
康橋,None,52~63,許中營76之58號,許中營76之58號,https://tainan.housetube.tw/13462
明大公園市,None,未提供,位址:,新市中正商圈,https://tainan.housetube.tw/13460
子曰No.3,None,95~100,北區海安路&北成路口,北區海安路&北成路口,https://tainan.housetube.tw/13456
居裡,None,140~200,文賢三街217號,文賢三街217號,https://tainan.housetube.tw/13455
青硯,None,122~139,裕信路和裕英街口,裕信路和裕英街口,https://tainan.housetube.tw/14473
MIT住城工商城,None,70~500,台南市仁德區文華路三段,台南市仁德區文華路三段,https://tainan.housetube.tw/13453
美墅館3期 / 風華,None,118起,本原街二段116巷50號,本原街二段116巷50號,https://tainan.housetube.tw/13450
宜富風尚,None,26~44,位址:,文賢街193號,https://tainan.housetube.tw/79
鼎茂經典,None,51~84,歸仁區中正16街12號,歸仁區中正16街12號,https://tainan.housetube.tw/13437
世界成功,None,位址:,社區,台南市北區東豐路227巷12號,https://tainan.housetube.tw/13427
崇德一品,None,62~69,崇德路956號,崇德路956號,https://tainan.housetube.tw/13426
歐香公園No.7,None,未提供,未提供,未提供,https://tainan.housetube.tw/13425
歐香公園No.7,None,未提供,未提供,未提供,https://tainan.housetube.tw/16384
又見北歐,None,55~76,台南市東區德東街126號,台南市東區德東街126號,https://tainan.housetube.tw/13421
林語堂NO.2,None,124~125,育德二街345巷11號,育德二街345巷11號,https://tainan.housetube.tw/13417
生活家No.12,None,58~75,文賢三街,文賢三街,https://tainan.housetube.tw/13416
深耕No.2,None,未提供,位址:,未提供,https://tainan.housetube.tw/13415
好意園,None,未提供,北區海安路三段253號,北區海安路三段253號,https://tainan.housetube.tw/186
綠璽,None,130~182,建平一街207號,建平一街207號,https://tainan.housetube.tw/13410
璞月,None,155~165,育平九街&永華八街,育平九街&永華八街,https://tainan.housetube.tw/13409
和通敦品,None,110起,崇德六街51號,崇德六街51號,https://tainan.housetube.tw/13408
知音悅,None,83~154,台南市中西區中華西路二段651號,台南市中西區中華西路二段651號,https://tainan.housetube.tw/13404
官址,None,未提供,民族路二段57巷5-1號,民族路二段57巷5-1號,https://tainan.housetube.tw/13400
南方莊園,None,74~100,同安路167巷,同安路167巷,https://tainan.housetube.tw/13399
黃花風鈴木,None,未提供,國民路565號,國民路565號,https://tainan.housetube.tw/13376
安賀氧森,None,未提供,慶安路親子公園旁(近安和路),慶安路親子公園旁(近安和路),https://tainan.housetube.tw/13365
安賀八方,None,未提供,永大路三段.八德街,永大路三段.八德街,https://tainan.housetube.tw/13359
皇邑NO.8,None,119.9起,東門路三段37巷22弄8號,東門路三段37巷22弄8號,https://tainan.housetube.tw/13358
大器四方,None,未提供,裕孝路裕英路口,裕孝路裕英路口,https://tainan.housetube.tw/13357
皇邑NO.7,None,76.9起,裕農路350巷17號,裕農路350巷17號,https://tainan.housetube.tw/13356
皇邑NO.6,None,67.8~69.9,日新國小旁,日新國小旁,https://tainan.housetube.tw/13355
好事大福,None,未提供,民族路三段(中西區戶政對面),民族路三段(中西區戶政對面),https://tainan.housetube.tw/13347
築夢豪宅,None,75起,大興街132巷28號,大興街132巷28號,https://tainan.housetube.tw/13346
懷石學院,None,未提供,裕信二街,裕信二街,https://tainan.housetube.tw/13339
幸福角落,None,52~62,台南市佳里區忠孝路,台南市佳里區忠孝路,https://tainan.housetube.tw/13331
大傳NO.3,None,未提供,裕忠路508號（裕敬路口）,裕忠路508號（裕敬路口）,https://tainan.housetube.tw/13329
風範新營市,None,48起,新營市茄苳腳路82號之1,新營市茄苳腳路82號之1,https://tainan.housetube.tw/13327
日東昇金美,None,24.1~27.3,位址:,台南市永康區東橋十街32號,https://tainan.housetube.tw/12516
樂府,None,68起,榮譽街84巷19號,榮譽街84巷19號,https://tainan.housetube.tw/13280
沐泉,None,100起,南區南明街9號,南區南明街9號,https://tainan.housetube.tw/13276
統一夢巴里,None,32~107,位址:,南科•西拉雅.陽光大道,https://tainan.housetube.tw/1081
大桔郡No.5,None,79~115.5,永康市八德街230巷,永康市八德街230巷,https://tainan.housetube.tw/13226
大金礦,None,29起,位址:,台南市安南區敬安街,https://tainan.housetube.tw/13209
歐洲老爺No.2,None,69~91,永康市大灣路40巷,永康市大灣路40巷,https://tainan.housetube.tw/13201
新市.南科,None,未提供,永福街16巷,永福街16巷,https://tainan.housetube.tw/13199
四季,None,75~88,永勝街252號,永勝街252號,https://tainan.housetube.tw/12501
富景NO.10,None,78起,安平區府前三街159號,安平區府前三街159號 ,https://tainan.housetube.tw/13183
理想家二期,None,52~56,上崙一街82巷19號,上崙一街82巷19號,https://tainan.housetube.tw/11420
樹呼吸,None,75起,崇德25街66號,崇德25街66號,https://tainan.housetube.tw/13176
優遊館No.11,None,未提供,海佃路四段.本原街口,海佃路四段.本原街口,https://tainan.housetube.tw/13171
和坊築,None,93起,善化公所前.建國路.公園路口,善化公所前.建國路.公園路口,https://tainan.housetube.tw/13169
白色墅日2,None,60起,永康市成功路244巷28號,永康市成功路244巷28號,https://tainan.housetube.tw/13165
臺邦北美館,None,未提供,北安路三段,北安路三段,https://tainan.housetube.tw/13161
湖美千利修,None,位址:,社區,台南市中西區民權路四段356號,https://tainan.housetube.tw/13160
年年如意47期,None,24~31,位址:,中華北路一段630號,https://tainan.housetube.tw/13159
年年如意49期,None,未提供,功安三街,功安三街,https://tainan.housetube.tw/13158
年年如意48期,None,75~88,安西一街72號,安西一街72號,https://tainan.housetube.tw/13157
皇龍好事多,None,未提供,位址:,和緯路三段文賢一路口,https://tainan.housetube.tw/13146
臺邦比佛利,None,110~140,金華路一段486號,金華路一段486號,https://tainan.housetube.tw/13133
亞維農,None,50~86,台南市仁德區仁中七街,台南市仁德區仁中七街,https://tainan.housetube.tw/13132
觀悅,None,未提供,文化路323巷28號,文化路323巷28號,https://tainan.housetube.tw/13131
騰揮A+家No.6,None,未提供,位址:,新中街.新民街,https://tainan.housetube.tw/13129
都會之星,None,99~143,麻豆鎮新生北路196巷1號,麻豆鎮新生北路196巷1號,https://tainan.housetube.tw/13127
六甲雙璽,None,71~74,六甲鄉民族街355號,六甲鄉民族街355號,https://tainan.housetube.tw/13121
太子南科日麗,None,63~97,善化鎮龍目井路478號,善化鎮龍目井路478號,https://tainan.housetube.tw/13118
勝田悅讀,None,85~135,文平路轉建平七街,文平路轉建平七街,https://tainan.housetube.tw/13105
光城市,None,27起,位址:,安中路四段,https://tainan.housetube.tw/13104
大同會館2,None,58~77,大同街606巷,大同街606巷,https://tainan.housetube.tw/13088
柏霖．柏林,None,未提供,崇德路.多那之旁,崇德路.多那之旁,https://tainan.housetube.tw/13080
翡翠龍頭大鎮2,None,58~92,永大路三段616號,永大路三段616號,https://tainan.housetube.tw/752
八達居NO.6,None,23~44,位址:,培安路與怡安路口.培安路332號,https://tainan.housetube.tw/13065
鄉景森之居,None,76~120,未提供,未提供,https://tainan.housetube.tw/12993
山水四季北城兩戶,None,135起,北安路一段341巷8號旁,北安路一段341巷8號旁,https://tainan.housetube.tw/12924
山水四季,None,38~39,位址:,台南市北區立賢路一段117號,https://tainan.housetube.tw/12903
伍彩.巴黎,None,58~140,歷史博物館旁環館路,歷史博物館旁環館路,https://tainan.housetube.tw/12872
公園麗堡,None,未提供,未提供,未提供,https://tainan.housetube.tw/12837
力弘原宿,None,55~70,八德街57號,八德街57號,https://tainan.housetube.tw/12836
